caption
"여러분은 건강기능식품 고를 때 무엇을 가장 중요하게 생각하시나요?연예인이 광고하는 제품?말 잘하는 사람이 청산유수와 같은 말로 소개하는 제품? 외모가 멋진 인플루언서가 소개하는 제품? 값싸고 가성비 좋은 제품?저는 섭취 후 좋은 결과를 나타내기 위한 성분과 함량, 그리고 무엇보다 원료사를 가장 중요하게 생각합니다. ??이 부분은 저와 디엠 상담 해보신 분들은 무조건 아실 거에요. ????건강기능식품은 대체로 제약회사에서 원료를 만들어내서 생산하기보다는 원료사의 원료를 가지고 와서 배합하여 만든 경우가 대부분이에요. 좋은 제품은 결국 좋은 원료를 사용한 것이라는 게 저의 생각입니다. 저는 연예인이 아니고, 말을 잘하는 사람도 아니고, 예쁜 외모로 제품 소개하는 인플루언서도 아니고요. 그저 성분과 함량, 배합, 원료사를 보면서 제가 잘 아는 분야를 자신있게 알려드릴 수 있는 약사입니다. 싼 거 사려면 그냥 아이*브에서 성분 이름 치고 제일 싼 거 사면 되지요. 그런데 이왕 먹는 거 몸 생각해서 먹는 건데 좋은 거 드심 좋잖아여 헤헤??감사하게도 수만명의 많은 분들이 저를 믿고 구매해주셨기에 기존의 값비싼 제품도 저렴하게 할인하여 공동구매할 수 있는 기회, 또 이벤트를 통해 팔로워분들께 나누어드릴 기회가 많이 생겼어요! (아마 저만큼 이벤트 많이 하는 사란 없을걸요.??)제가 얼마전에 루테인지아잔틴에서 최고권위자인 폴박사님 만나뵙고 온 것 아시나요? ?? (지난 피드 확인..) 그 분은 루테인을 지금의 루테인으로 우리가 알게끔 20년간 객관적인 증거를 마련해주신 대규모의 큰 연구 AREDS2를 선도하신 박사님이셔요. AREDS2 연구는 사실 안과쪽 전문의나 약사, 눈 관련 연구자들 사이에서 유명합니다.이 연구는 Age Related Eye Disease Study 2의 약자로기존 10년동안 AREDS 연구가 있었고 여기서 부작용을 최소화하고 안전한 Formula로 연구가 된 것이 AREDS2입니다.이때 루테인과 오메가3가 추가되었으며, 대규모 연구에서 이 성분의 효용성이 확증되면서 우리가 현재 눈건강을 위하여 루테인지아잔틴을 섭취하는 기반이 되었습니다.이때 AREDS2 의 성분 배합이 눈건강에 도움이 많이 되었는데요. ???? 이 제품은 제가 본 여러 제품군 중에 이 배합과 가장 유사하고, 실제로 저도 꾸준히 먹는 제품이에요.??1?? FloraGLO (마리골드꽃 추출물 사용) <- AREDS2 포뮬러 적용이 제품의 핵심인데요. 저랑 디엠 상담 해보신 분들은 제가 제약회사 자체보다 그 제약회사에서 사용한 원료사가 중요하다는 말씀 수차례 드렸었죠. FloraGLO 루테인은 품질, 안정성에 대해 정평이 나 있는 에스테르화 되지 않은 루테인이며 세계 최초의 루테인 브랜드입니다.또, AREDS2 포뮬러 연구시 사용되었던 루테인입니다. 루테인도 싼 원료사가 있고 비싼 원료사가 있는데 원료 자체가 특수 공법을 사용한 회사의 순도 높은 좋고 비싼 원료사에요.여기 사용된 루테인은 미국 FDA로부터 안전성 높은 식품 원료로 인증하는 제도인 GRAS 등재된 DSM 루테인입니다. 2?? 부원료 : 피크노제놀(프랑스해안송껍질추출물)강력한 항산화제인 피크노제놀은 눈의 산화를 방지하여 시력을 보호하는데, 지용성인 루테인과 수용성인 피크노제놀을 함께 섭취하면 더욱 좋습니다.3?? 이밖의 부원료 : 빌베리, 비타민C, 비타민E, 아연, 구리???? 비싼 원료를 사용하여 시중의 다른 루테인보다 가격대는 높은 편입니다. 프리미엄급 눈 영양제 드시고자 할 때 드시면 좋습니다. 이번 공구로 가격 구성을 저렴하게 낮추었으니 필요하신 분들은 지금 사시면 되겠습니다.??산패 차단에 강한 PVDC 개별 포장??????? 이런 분들께 추천합니다.? 눈 노화가 걱정되는 분? 눈이 침침하거나 불편함을 느끼시는 분? 장거리, 야간 운전 많이 하시는 분? 컴퓨터 및 스마트폰, 패드 등을 자주, 장시간 사용하는 분매일 저녁 식후 2정씩 섭취하세요. :) 공구기간 : 8/8 ~ 8/11구매방법 : 프로필링크 클릭"
불끄고 누워서 스마트폰하면 안 되는 이유??마지막에 아이 한마디가 포인트....??????저장해두고 필요할 때 활용하세요?생각나는 친구에게 공유해주세요   
"인공눈물 아무거나 쓰나요?상황별 인공눈물 선택 방법 알려드릴게요!1??단순한 눈물 보충 효과, 눈시릴 때 전해질공급 (눈물 증발 방지나 눈물 유지는 아님)????전해질 (염화나트륨, 염화칼륨)눈 또는 눈물의 이온 밸런스가 깨졌을 때 유용합니다. 이 성분들은 자연스러운 눈물의 화학적 구성을 재현하여 눈을 안정화시킵니다.예) 프렌즈 아이드롭 등 2??눈이 건조하여 많이 깜빡일 때????히프로멜로오스윤활제로 눈에 수분을 끌어들입니다. 눈물의 점도를 증가시켜 조금 더 오래 머물러서 눈물 증발 억제합니다.눈이 건조하거나 눈을 많이 깜빡일 필요가 있을 때 (예: 컴퓨터 작업, 독서) 유용합니다.예) 루핑, 아이리스 등주의점: 점도가 높아 일시적으로 시야가 흐려질 수 있습니다. 안약을 추가로 넣어야 하는 경우 다른 안약 흡수 방해하므로 30분 이상 간격 두어야 합니다.3??눈이 건조하고 자극이 있다면(수성층 부족 증상)????카르복시메틸셀룰로오스수분을 끌어당겨 눈물층의 보충 효과를 냅니다. 특히 눈물의 수성층 부족에 의한 안구건조증 완화에 좋습니다. 안구건조증이나 바람·태양에 노출되어 생기는 화끈거리는 증상, 자극감, 불쾌감을 일시적으로 완화시키며 안구 자극감을 예방하기 위하여 사용할 수 있습니다. 예) 눈앤, 리프레쉬플러스, 맥스클리어 등4??눈이 특히 건조하거나 환경이 건조할 때 (예: 에어컨이나 히터가 있는 실내, 비행기 안)????트레할로오스다음의 요인으로 인해 발생하는 눈의 건조(불쾌감, 찌르는듯한 통증, 자극)나 눈의 피로에 사용합니다.: 바람, 연기, 공해, 먼지, 건조한 열, 에어컨, 항공여행, 장시간 컴퓨터 사용 안구 표면 단백질과 결합해 수분 끌어들여 안구 표면을 보호하고 보습작용, 각막 상처 치유, 각막 손상 예방, 안구건조증에서 고삼투압에 의한 세포 손상에서 보호합니다.예) 아이톡, 아이포레 등 5??렌즈 착용으로 인한 각막, 결막의 미세 손상되었거나, 근본적인 눈 건조증 치료가 필요할 때????PDRN조직세포 재생을 돕고 각막 상처 치유시중의 인공눈물로 효과 못본 경우 마지막 대안이 됩니다.PDRN은 세포를 회복하고 치유하는데 도움을 줍니다.예) 리안, 마이드롭, 리클란 등??본 콘텐츠는 건강 정보 제공이 목적입니다. 또한 어디까지나 개인적인 의견입니다.개인의 건강 상태에 따라 결과는 다를 수 있습니다.전문가와 상담하여 개인에게 적합한 선택을 하시기 바랍니다.??궁금한 게 있으시면 댓글로 질문주세요. ?함께 관리 같이하자 친구야~ 알려주세요.    "
"??이벤트가 있는 피드??(맨 마지막줄..)?? 자외선과 피부의 관계: 왜 주의해야 할까요? ??1?? 노화 가속화: 자외선은 피부의 콜라겐과 엘라스틴 손상을 일으켜 미세한 주름과 노화 현상을 증가시킵니다. ""시간이 빠르게 흐르는 것을 느낀다면 자외선에 노출되지 않도록 주의하세요!""2?? 피부 암 위험: 자외선은 피부 세포의 DNA를 손상시키며, 이는 피부 암을 유발할 수 있습니다. ""피부 건강은 소중해요. 자외선 차단제를 꼭 바르세요!""3?? 색소 침착 증가: 자외선은 멜라닌 생성을 자극해 기미, 주근깨, 피부 침착을 증가시킵니다. ""깨끗한 피부를 원한다면, 그늘에서 쉬거나 선글라스를 착용하세요!""4?? 건조하고 거친 피부: 자외선은 피부의 수분을 감소시키고, 건조하고 거친 피부로 만듭니다. ""수분은 피부의 최고 친구! 수분 크림과 선크림을 잊지 마세요!""?? 자외선으로부터 피부를 보호하려면, 자외선 차단제를 꾸준히 사용하고, 모자나 선글라스를 착용하며, 직사광선을 피하는 생활 습관을 기르세요. 피부는 당신의 건강을 반영하는 거울입니다. 햇빛 아래에서도 피부를 사랑하세요! ???? 자외선 손상 방지, 비타민 C로 시작하세요! ??1?? 항산화 지킴이: 비타민 C는 탁월한 항산화제로, 자외선으로 인한 피부의 산화 스트레스를 감소시킵니다. ""자외선에 노출된 후에도 피부를 새로운 것처럼 유지해요!""2?? 콜라겐 생성 촉진: 비타민 C는 콜라겐 생성을 촉진하여 피부를 탄탄하고 유연하게 만듭니다. ""주름 걱정은 이제 그만, 비타민 C와 함께 탄력 있는 피부를 만나보세요!""3?? 피부 톤 개선: 자외선으로 인한 멜라닌 생성과 색소 침착을 줄여 피부 톤을 밝고 균일하게 만듭니다. ""햇살 속에서도 빛나는 피부를 원한다면 비타민 C가 답이에요!""4?? 피부 회복 지원: 햇빛에 의한 손상을 빠르게 회복시켜 건강한 피부를 유지합니다. ""햇빛을 즐기고 나서도 건강한 피부는 유지할 수 있어요, 비타민 C와 함께!""?? 비타민 C를 함유한 음식이나 보충제를 섭취하거나 비타민 C 성분이 함유된 스킨케어 제품을 사용해보세요. 피부 건강을 위한 첫걸음은 간단합니다! ???이벤트 지원 방법??1) yakstagram_ 팔로우2) 본 게시물 좋아요, 친구나 스토리 공유3) 댓글로 본인에게 비타민C가 필요한 이유 적어주세요????30명 추첨하여 29000원 상당 고급 리포좀 비타민C 한 상자 드립니다. 많은 지원 바랄게요.??당첨자 8/8 스토리 공지??   "
"눈 기름샘 청소하시나요? ??기름샘, 즉 마이봄샘은 눈꺼풀 가장자리에 위치하여 눈물이 빨리 증발하는 것을 막아 주어 눈을 촉촉하게 유지하는 역할을 합니다.????마이봄샘이 막히면 어떻게 될까요?1??눈의 건조함: 마이봄샘의 기능 장애로 인해 눈의 표면이 충분히 촉촉해지지 않아 건조함을 느낄 수 있습니다.2??불편함과 자극감: 눈이 가렵거나, 따가움을 느낄 수 있으며, 이물감이나 모래가 들어간 듯한 느낌을 받을 수 있습니다.3??눈물의 과다: 눈이 건조해지면 보상 반응으로 눈물을 과다하게 분비하는 증상이 나타날 수 있습니다.4??붉은 눈: 눈꺼풀 주변이 붉어지거나, 눈알이 붉게 변할 수 있습니다.5??시력 저하: 눈의 건조와 자극으로 인해 잠시적인 시력 저하가 발생할 수 있습니다.마이봄샘의 염증은 비교적 흔한 눈의 질환으로, 특히 컴퓨터나 스마트폰 같은 디지털 기기를 많이 사용하거나, 나이가 들어감에 따라 발생할 확률이 높아집니다. 마이봄샘 염증 관리와 치료는 눈의 증상을 완화하고, 더 나아가 심한 눈 건강 문제를 예방하는 데 중요합니다.????마이봄샘 관리법1) 수건을 물에 적셔 30초 데운다. 2) 따뜻한 수건을 5-10분 눈에 올린다 (막힌 기름샘을 녹이는 과정) 3) 눈을 감고 눈두덩이 위에서 아래로 20회, 눈 밑에서 위로 20회 마사지 4) 식염수 묻힌 면봉으로 눈꺼풀을 닦아낸다. 안에서 바깥쪽으로 싹 닦아준다.??눈꺼풀 세정제가 있으니 면봉 대신 사용하셔도 좋습니다.   "
"인공눈물을 넣어도 건조하다면 -> 점안겔을 넣어보세요. ??눈이 시리고, 모래알이 들어간 듯한 이물감, 눈이 뻑뻑하고 쉽게 피로한 증세 모두 안구건조증의 증세입니다. 인공눈물이 스킨이라면, 점안겔은 점도가 높은 에센스! 물보다 오래 수분을 잡아주어요.??리포직 점안겔 성분 및 함량??Carbomer　카보머　2mg/g??카보머(Carbomer) 작용 원리눈물 대용제로서 기능안구 표면에 안정적인 보호막 형성.윤활제로서 눈에 보호막을 형성하여 눈 표면 보호와 진정작용???점안겔 사용법1) 손을 씻으세요.2) 눈꺼풀 안쪽 결막낭에 한방울 바르고 1분 동안 눈을 감아주세요. 이때 점안겔 끝이 눈에 닿지 않도록 해주세요. 3) 1-2분 눈 감고 있다가 천천히 눈 깜빡깜빡해주세요.4) 하루 2회에서 5회까지 점안해주세요. ??주의점??초반에는 시야가 뿌옇게 흐려질 수 있습니다.다른 점안액과 동시사용할 경우 최소 15분 이상 간격 두세요. 렌즈는 빼고 점안하시고, 점안 후 30분 이상 지났을 때 렌즈 착용하세요. 밤에 잠들기 전에 점안할 경우 취침 30분 이전에는 사용하세요. 바로 잠들면 굳어서 아침에 눈 뜨기 어렵습니다. ??안약으로 개봉 후 한 달 이후 폐기하세요. ??처방전 없이 약국에서 바로 구매 가능합니다. ??부작용이 거의 없지만 간혹 사람의 체질이나 특성에 따라 자극, 발열, 충혈, 시야 흐림, 가려움, 불편감 등이 발생할 수 있습니다. 이상반응이 나타나면 사용을 중지하고 의사에게 상담을 받으세요. 소아에 대한 임상시험 경험은 없으니 소아는 바로 안과 내원해주세요. :)  "
2주동안 2kg 감량하면서 미시즈코리아 준비하던 때 식단이에요. 하루 한끼는 요렇게 낫또+계란+두유 렌지 돌려 먹었는데요. 초초초간단한데 든든해요! 단.. 먹고나서 환기 필수????????????헤헤????????다이어트 제품 상담 및 문의 : 프로필 링크지속 가능한 건강한 다이어트는 요기서 yakstagram_
"다이어트 제품 상담하면서 드시던 영양제 끊어야 하냐는 질문이 꽤 많더라구요. 제 대답은 아닙니다 노노?드시던 영양제 끊지 마시고 계속 드세요. 여러가지 영양제가 있겠지만 체중감량에 긍정적인 영향이 있어 병행하면 좋은 성분들 정리해보았습니다-! 다이어트 제품과 시너지나는 건강한 영양제??비타민B??오메가3??유산균??칼슘 마그네슘 비타민D??아르기닌??치아씨드??가르시니아??코엔자임Q10??허기질 때 간식으로 과자 대신 귀리유, 두유 등????제품은 다양하게 있으니 성분으로 보시고 참고해주세요.????????  "
"????긴글 주의제가 알린 적은 없었는데 기사로 접하셨는지 알게 되신 분들이 축하 디엠 많이 보내주셨어요. 감사합니다.??움..???????? 제가 한국미인협회에서 주관하는 2023 미시즈코리아 본선에 진출했고, 모델상을 수상했습니다. ?? 제 키가 163.9인데 (그냥 164라고 함) 여기서 수상하신 분들은 대부분 키가 크시더라고요. 이런 저에게 이런 상을 주신 것에 감사한 마음밖에 표현할 길이 없네요. ?? 저는 3년 전 오늘, 24시간을 누워서만 지내는 사람이었습니다. 약국 개업을 준비하던 중에 임신 사실을 알게 되었고, 개업하고서 임신한 몸으로 매일 늦게까지 혼자 약 정리하면서 무리가 되었는지 자궁경부무력증에 절박유산 진단 받았고, 대학병원에 입원하여 경부를 묶는 수술을 받게 되었습니다. 그래도 여전히 유산 가능성은 있었기에 입원하여 매일 경부 길이를 측정하고 자궁수축을 방지하는 수액을 맞았습니다. 이건 안 맞아본 사람은 모를 고통이 있었습니다. 부작용으로 머리가 깨질 듯이 아프고 숨을 쉬기가 힘들었습니다. 새 생명을 위해 나를 버린다 생각하고 그 기간을 이 악물고 버텼습니다. 몇 번의 유산 끝에 얻은 귀한 생명이었기에 저는 꼭 지키고 싶었습니다.3년 전 오늘 제가 매일 눈 뜨자마자 핸드폰을 들고 검색한 것은 20주 출산시 생존률, 21주 출산시 생존률 이런 단어뿐이었습니다. 그때 제가 할 수 있는 것은 최선을 다해 누워있기, 최대한 중력에 의해 쏟아질 수 있는 수직 자세 피하기였습니다. 항상 누워 있고, 밥도 누워서 먹고, 서야 하니 씻는 것도 자제하고, 사람도 만나지 않고 지냈습니다. 나가려면 서서 걸어서 나가야 하잖아요.  먹고 눕기만 하던 제가 살은 얼마나 쪘을까요? 임신한 아이의 생사를 예견 못할 저의 마음은 슬프고 우울했습니다. 임신 기간 동안 사람을 거의 만나지 않았고 (마침 코로나 유행기간과 겹쳐 다행이기는 했습니다만) 자존감이 많이 떨어졌습니다. 산후 24개월 정도는 통잠을 안 자는 아이 때문에 4시간 이상 이어서 잔 적이 없었습니다. 수면이 부족하니 매일 짜증이 가득했고, 화가 많았습니다.예전에는 꿈이 많았던 저였지만, 이제 더이상 꿈꿀 일 없는 30대 후반 아줌마라 단정 지은 최근 몇 년이 특히 많이 우울했던 시간이었습니다. 그러다 지금으로부터 100여일 전.그래. 일단 뭐든 해보자. 뭐든 노력해보고 불평하자. 생각하고 불과 100일 전, 그러니까 올해 봄부터 눈에 보이는 것은 다, 닥치는대로 자격증을 취득해나갔습니다. ??????그러한 경력 쌓기의 일환으로 미시즈코리아 공고가 보여서 별 고민 없이 지원을 해보았는데 덜컥 합격해버렸습니다. 아는 분야도 아니고 주변에 관련해서 아는 사람이 전혀 없었기에 정보도 모르고 부족한 점이 많았습니다. 지금에 와서 지난 시간을 돌아보니 건강하지 않고 누워만 지내고 우울하고 절망적이고 희망이 없던 제가 현재의 건강과 도전 그리고 성취감을 얻게 되기까지.꾸준한 운동과 식단, 몸을 위한 영양제 섭취를 넘어서서 저의 사소한 건강 정보 콘텐츠에 늘 격려와 응원을 아끼지 않아주셨던 여러분의 힘이 정말정말 컸습니다.?????♀?????이 세상에 마음이 맞는 사람도 있고, 곱지 않게 보는 사람도 분명히 있겠지만요. 제 편이 되어준 여러분들을 만나게 된 건 정말 말이 안 되는 행운인 것 같아요.♥?앞으로도 겸손한 마음으로 저의 여러분들께 더 좋은 것만, 좋은 가치를 담아 드리는 마음으로 살겠습니다. ????그 마음만 기억해주셨으면 좋겠어요.??긴 글 읽어주셔서 감사합니다. 여러분 항상 고맙습니다. ????   "
"오픈했습니당?? 체지방 감소에 도움을 줄 수 있으며 항산화, 식후 혈당상승 억제, 에너지 대사에 기능이 있는 다이어트 제품입니다. ??한포에 3정씩 들어있으며 한 상자 총 30포 1개월분 입니다.이 제품은 다른 다이어트 제품에서 흔히 보기 어려운 콜레우스포스콜리 추출물(포스콜린)이 함유되어 있으며 기타 여러가지 안전한 다이어트 기능 성분 여러가지를 배합한, 원가가 높더라도 좋은 건 다 합쳐서 편안하게 한포에 다 넣은 컨셉의 제품입니다. 즉, 다른 여러가지 따로 따로 먹는 성분을 한번에 편하게 드시는 겁니다.? 이 제품의 특징은?1?? 콜레우스포스콜리 추출물 (포스콜린 50mg)????체지방 감소에 도움을 줄 수 있음2?? 녹차 추출물 카테킨 300 mg????항산화, 체지방 감소, 혈중 콜레스테롤 개선에 도움을 줄 수 있음3?? 바나바잎 추출물코로솔산(바나바잎 성분) 0.5mg ????식후 혈당 상승 억제에 도움을 줄 수 있음4?? 비타민B군B1 ???? 탄수화물과 에너지 대사에 필요B2 ???? 체내 에너지 생성에 필요B6 ???? 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요B5(판토텐산) ???? 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요5?? 비타민C ???? 결합조직 형성과 기능 유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요6?? 셀레늄 ????유해산소로부터 세포를 보호하는데 필요체지방 감소에 도움을 줄 수 있는 성분 외에도 대사를 촉진하는 성분 등등이 들어있죠.(부원료)와일드망고, 자몽, 레몬밤, 흰강낭콩, 해조분말, 식이섬유, 효소, 유산균, 테아닌, 아르기닌? 또 다른 특징으로는 이 제품은 첨가물을 최소화하였습니다.??색이 거뭇거뭇한데요. 착색료를 넣거나 코팅을 하지 않은 원료 고유의 색상입니다.합성소재로 코팅되어 있지 않기 때문에 원물의 성분이 점들처럼 보이나 이는 이물이 아니므로 안심하고 드셔도 됩니다. 프로필렌글리콜 x, 이산화티타늄 x, 합성향료 x, 착색료 x? 원산지 공개원산지는카테킨, 셀레늄 -> 미국산 ????비타민C, 판토텐산 -> 영국산 ????비타민B1, B2, B6 -> 독일산 ????포스콜린(콜레우스포스콜리), 코로솔산(바나바잎) -> 인도산 ???? 부원료들은 -> ???????????????????????????? 한번에 세 알을 먹어야 하지만 한 팩에 들어있어서 가방에 넣고 다니면서 식후에 생각날 때 먹으면 편합니다.??섭취 시 주의사항어린이, 임산부, 수유부 x, 간 질환자 주의항응고제, 혈압약 복용하는 분 주의 카페인에 약하신 분 주의?본 제품은 질병의 예방 및 치료를 위한 의약품이 아닙니다. ?본 제품은 알류(가금류), 메밀, 땅콩, 밀, 게, 새우, 돼지고기, 복숭아, 토마토, 아황산류, 호두, 조개류(굴, 홍합)를 원료로 한 제품과 같은 시설에서 제조되었으니 알레르기 있는 분은 주의 바랍니다. ??제품 구입 및 상담은 프로필 링크 부탁드립니다! 기간 : 7/24 - 27 로 당분간 저는 디엠 상담 늦어지고 링크에서 제품 상담 위주로 진행합니다. ????  "
"구찌 막차 탑승???????저장해두고 필요시 활용하세요. ?친구에게 공유해주세요. ??최종당화산물 (AGEs, Advanced Glycation End products)은 우리 몸에서 당과 단백질이 반응하여 만들어집니다. 이런 반응은 체온에서도 발생하지만, 높은 온도에서 요리 또는 가열하는 경우 훨씬 빠르게 이루어집니다. ????이렇게 만들어진 AGEs는 우리의 식단과 대사 과정에서 체내로 들어옵니다.?AGEs가 유발하는 건강 문제1??염증과 산화 스트레스 증가: AGEs는 우리 체내의 세포와 특히 혈관 세포에 달라붙어 염증 반응을 일으키며, 산화 스트레스를 유발할 수 있습니다. 이로 인해 기능 저하, 장기 손상, 그리고 만성 질병의 위험이 증가합니다.2??노화 촉진: AGEs는 콜라겐과 같은 중요한 단백질에 달라붙어 그 구조와 기능을 변형시키며, 이로 인해 피부 노화를 촉진시킵니다.3??만성질환 위험 증가: AGEs의 누적은 당뇨병, 심혈관 질환, 알츠하이머병 등 다양한 만성 질환의 위험을 증가시킵니다. AGEs는 인슐린 저항성을 촉진하고, 혈관 경화를 일으키며, 뇌에서의 산화 스트레스와 염증을 증가시킵니다.???????AGEs의 누적을 줄이려면 어떻게 해야 할까요? 첫째, 낮은 온도에서 천천히 요리하고, 둘째, 신선한 과일과 채소를 많이 섭취하며, 셋째, 가공 식품의 섭취를 줄입니다. 또한, 정기적인 운동과 흡연을 피하는 것도 중요합니다. ??AGEs가 많이 포함되어 있는 음식??고기: 특히 불에 직접 구운 고기나 튀긴 고기에는 AGEs가 많이 포함되어 있습니다. 이러한 요리 방법은 고기의 단백질과 지방에 있는 당과의 반응을 촉진시키므로 AGEs의 생성을 증가시킵니다.??치즈: 치즈는 그 자체로도 AGEs가 많이 포함되어 있지만, 특히 피자나 그라탕 등과 같이 치즈를 녹여서 먹는 경우 AGEs가 더욱 많아집니다.??과자와 빵: 특히 설탕이 많이 들어간 과자나 빵은 AGEs가 많이 포함되어 있습니다. 또한, 과자나 빵은 고온에서 오랜 시간 가열하여 만드는 경우가 많아서 AGEs 생성이 촉진됩니다.??가공 식품: 햄, 소시지, 인스턴트 식품 등과 같은 가공 식품에는 AGEs가 많이 포함되어 있습니다. 이러한 식품은 제조 과정에서 고온 가열을 거치는 경우가 많아서 AGEs가 많이 생성됩니다.이와 같은 음식을 적절히 섭취하면서 신선한 과일, 채소, 전체 곡물, 낮은 온도에서 요리한 식품 등을 섭취하세요.??????     "
"오늘 술 마실 건가요???알콜의 칼로리, 해독과정, 신체 변화를 다각도로 분석해보았습니다. ??알콜 -> 많이 먹게 하고, 지방 대사 방지, 지방 축적 유도 ??살 빠지는 경우 -> 해독 과정에서 최종분해산물인 물, 그리고 근육 소실시청해주셔서 감사합니다. 오늘도 즐거운 저녁 시간 되시기를 바랍니다.??????    "
